Date,Open,High,Low,Close,Adj Close,Volume
4/22/2009,5339.580078,5404.680176,5259.609863,5290.609863,5290.609863,7327860000
4/23/2009,5290.609863,5376.430176,5271.22998,5372.100098,5372.100098,6563100000
4/24/2009,5372.100098,5500.279785,5372.100098,5468.410156,5468.410156,7114440000
4/27/2009,5468.330078,5468.330078,5368.959961,5389.830078,5389.830078,5613460000
4/28/2009,5389.819824,5425.47998,5311.430176,5369.850098,5369.850098,6328000000
4/29/2009,5369.859863,5565.009766,5369.859863,5516.140137,5516.140137,6101620000
4/30/2009,5516.149902,5622.22998,5494.180176,5513.359863,5513.359863,6862540000
5/1/2009,5513.359863,5588.589844,5492.870117,5568.759766,5568.759766,5312170000
5/4/2009,5568.759766,5801.600098,5568.759766,5800.220215,5800.220215,7038840000
5/5/2009,5800.220215,5800.299805,5726.879883,5770.759766,5770.759766,6882860000
5/6/2009,5770.759766,5900.759766,5770.759766,5890.549805,5890.549805,8555040000
5/7/2009,5890.549805,5965.180176,5763.299805,5800.089844,5800.089844,9120100000
5/8/2009,5800.089844,6003.970215,5800.089844,6000.390137,6000.390137,8163280000
5/11/2009,6000.390137,6000.390137,5846.22998,5849.299805,5849.299805,6150600000
5/12/2009,5849.299805,5904.580078,5777.680176,5859.140137,5859.140137,6871750000
5/13/2009,5858.430176,5858.430176,5657.540039,5666.470215,5666.470215,7091820000
5/14/2009,5666.459961,5767.549805,5645.77002,5733.450195,5733.450195,6134870000
5/15/2009,5733.450195,5760.240234,5630.959961,5662.890137,5662.890137,5439720000
5/18/2009,5662.890137,5868.47998,5662.890137,5865.870117,5865.870117,5702150000
5/19/2009,5865.879883,5927.430176,5845.609863,5872.220215,5872.220215,6616270000
5/20/2009,5872.22998,6002.180176,5859.450195,5870.390137,5870.390137,8205060000
5/21/2009,5869.240234,5869.240234,5727.339844,5780.540039,5780.540039,6019840000
5/22/2009,5780.540039,5844.850098,5773.799805,5789.620117,5789.620117,5155320000
5/26/2009,5789.620117,5946.089844,5746.609863,5936.580078,5936.580078,5667050000
5/27/2009,5936.52002,5959.919922,5816.850098,5823.560059,5823.560059,5698800000
5/28/2009,5823.859863,5930.450195,5794.390137,5917.060059,5917.060059,5738980000
5/29/2009,5917.02002,6007.959961,5917.02002,6004.069824,6004.069824,6050420000
6/1/2009,6004.069824,6207.120117,6004.069824,6169.069824,6169.069824,6370440000
6/2/2009,6169.080078,6202.220215,6135.330078,6182.870117,6182.870117,5987340000
6/3/2009,6182.580078,6182.580078,5983.060059,6033.899902,6033.899902,5323770000
6/4/2009,6033.680176,6113.759766,6021.370117,6110.759766,6110.759766,5352890000
6/5/2009,6110.759766,6164.890137,6047.399902,6082.640137,6082.640137,5277910000
6/8/2009,6082.560059,6109.02002,5983.459961,6068.560059,6068.560059,4483430000
6/9/2009,6068.669922,6131.02002,6056.129883,6101.569824,6101.569824,4439950000
6/10/2009,6101.580078,6167.529785,6025.879883,6098.060059,6098.060059,5379420000
6/11/2009,6098.060059,6231.029785,6098.060059,6163.129883,6163.129883,5500840000
6/12/2009,6162.330078,6162.330078,6086.310059,6148.609863,6148.609863,4528120000
6/15/2009,6148.609863,6148.609863,5935.819824,5967.259766,5967.259766,4697880000
6/16/2009,5967.27002,6005.669922,5879.939941,5886.759766,5886.759766,4951200000
6/17/2009,5886.740234,5914.240234,5808.680176,5864.549805,5864.549805,5523650000
6/18/2009,5864.589844,5935.299805,5836.419922,5906.200195,5906.200195,4684010000
6/19/2009,5906.200195,5971.950195,5903.640137,5934.240234,5934.240234,5713390000
6/22/2009,5933.910156,5933.910156,5724.810059,5725.069824,5725.069824,4903940000
6/23/2009,5725.069824,5782,5706.25,5759.490234,5759.490234,5071020000
6/24/2009,5759.5,5872.600098,5759.5,5795.720215,5795.720215,4636720000
6/25/2009,5795.720215,5911.299805,5751.970215,5911.029785,5911.029785,4911240000
6/26/2009,5910.890137,5928.279785,5865.759766,5906.959961,5906.959961,6076660000
6/29/2009,5906.959961,5968.319824,5892.189941,5962.5,5962.5,4211760000
6/30/2009,5962.509766,5975.790039,5862.839844,5905.149902,5905.149902,4627570000
7/1/2009,5905.160156,6009.529785,5905.160156,5954.009766,5954.009766,3919400000
7/2/2009,5954,5954,5775.220215,5775.240234,5775.240234,3931000000
7/6/2009,5775.22998,5775.22998,5686.240234,5770,5770,4712580000
7/7/2009,5770,5770,5648.669922,5654.640137,5654.640137,4673300000
7/8/2009,5654.640137,5684.220215,5552.819824,5624.569824,5624.569824,5721780000
7/9/2009,5624.569824,5702.72998,5624.569824,5667.370117,5667.370117,4347170000
7/10/2009,5667.370117,5667.370117,5583.839844,5627.52002,5627.52002,3912080000
7/13/2009,5627.52002,5761.379883,5598.810059,5761.370117,5761.370117,4499440000
7/14/2009,5761.359863,5805.589844,5743.049805,5805.580078,5805.580078,4149030000
7/15/2009,5805.580078,6003.660156,5805.580078,5993.160156,5993.160156,5238830000
7/16/2009,5993.160156,6065.910156,5960.290039,6043.049805,6043.049805,4898640000
7/17/2009,6043.049805,6054.22998,6000.140137,6038.109863,6038.109863,5141380000
7/20/2009,6038.109863,6144.290039,6038.109863,6141.299805,6141.299805,4853150000
7/21/2009,6141.299805,6184.509766,6082.390137,6154.390137,6154.390137,5309300000
7/22/2009,6154.370117,6192.109863,6107.580078,6151.399902,6151.399902,4634100000
7/23/2009,6151.410156,6322.720215,6151.410156,6302.52002,6302.52002,5761650000
7/24/2009,6302.509766,6339.410156,6254.589844,6337.459961,6337.459961,4458300000
7/27/2009,6320.240234,6365.459961,6317.450195,6364.660156,6364.660156,4631290000
7/28/2009,6364.649902,6364.649902,6259.589844,6328.669922,6328.669922,5490350000
7/29/2009,6328.680176,6328.680176,6241.580078,6280.569824,6280.569824,5178770000
7/30/2009,6280.569824,6434.390137,6280.569824,6384.310059,6384.310059,6035180000
7/31/2009,6384.310059,6455.049805,6365.220215,6424.279785,6424.279785,5139070000
8/3/2009,6424.279785,6575.47998,6424.279785,6565.649902,6565.649902,5603440000
8/4/2009,6565.649902,6587.47998,6507.939941,6569.140137,6569.140137,5713700000
8/5/2009,6569.140137,6579.129883,6487.069824,6558.189941,6558.189941,7242120000
8/6/2009,6558.189941,6601.419922,6482.75,6517.669922,6517.669922,6753380000
8/7/2009,6517.669922,6634.180176,6517.669922,6586.709961,6586.709961,6827090000
8/10/2009,6586.709961,6586.709961,6509.129883,6550.049805,6550.049805,5406080000
8/11/2009,6550.02002,6550.02002,6448.919922,6463.620117,6463.620117,5773160000
8/12/2009,6463.580078,6581.25,6456.870117,6538.870117,6538.870117,5498170000
8/13/2009,6538.870117,6606.100098,6528.72998,6604.100098,6604.100098,5250660000
8/14/2009,6604.100098,6604.209961,6483.609863,6537.819824,6537.819824,4940750000
8/17/2009,6537.819824,6537.819824,6338.089844,6352.109863,6352.109863,4854970000
8/18/2009,6352.109863,6447.259766,6352.109863,6437.069824,6437.069824,4198970000
8/19/2009,6437.069824,6501.779785,6369.200195,6479.279785,6479.279785,4257000000
8/20/2009,6479.279785,6563,6479.279785,6553.399902,6553.399902,4893160000
8/21/2009,6553.399902,6688.069824,6553.399902,6676.259766,6676.259766,5885550000
8/24/2009,6676.259766,6743.859863,6652.709961,6671.140137,6671.140137,6302450000
8/25/2009,6671.22998,6764.700195,6671.22998,6697.220215,6697.220215,5768740000
8/26/2009,6697.220215,6710.52002,6640.290039,6687.939941,6687.939941,5080060000
8/27/2009,6687.950195,6737.600098,6610.399902,6722.310059,6722.310059,5785880000
8/28/2009,6722.310059,6775.740234,6673.370117,6709.040039,6709.040039,5785780000
8/31/2009,6709.009766,6709.009766,6604.080078,6643.240234,6643.240234,5004560000
9/1/2009,6643.240234,6689.160156,6474.259766,6487.810059,6487.810059,6862360000
9/2/2009,6487.799805,6507.819824,6448.029785,6474.790039,6474.790039,5842730000
9/3/2009,6474.799805,6546.600098,6470.569824,6546.600098,6546.600098,4624280000
9/4/2009,6546.600098,6637.720215,6531.100098,6637.129883,6637.129883,4097370000
9/8/2009,6637.149902,6737.740234,6637.129883,6726.069824,6726.069824,5235160000
9/9/2009,6726.080078,6793.939941,6720.290039,6772.399902,6772.399902,5202550000
9/10/2009,6772.390137,6850.810059,6735.649902,6850.810059,6850.810059,5191380000
9/11/2009,6850.810059,6890.720215,6815.689941,6843.819824,6843.819824,4922600000
9/14/2009,6843.819824,6882.850098,6779.899902,6879.990234,6879.990234,4979610000
9/15/2009,6879.990234,6934.97998,6839.759766,6917.069824,6917.069824,6185620000
9/16/2009,6917.069824,7038.140137,6917.069824,7038.140137,7038.140137,6793530000
9/17/2009,7038.129883,7073.02002,6972.890137,7002.169922,7002.169922,6668110000
9/18/2009,7002.169922,7041.040039,6991.379883,7016.919922,7016.919922,5607970000
9/21/2009,7016.919922,7016.919922,6916.180176,6968.589844,6968.589844,4615280000
9/22/2009,6968.589844,7057.25,6968.589844,7047.129883,7047.129883,5246600000
9/23/2009,7046.910156,7092.700195,6963.109863,6964.689941,6964.689941,5531930000
9/24/2009,6964.689941,6997.240234,6827.97998,6862.310059,6862.310059,5505610000
9/25/2009,6862.290039,6882.080078,6798.279785,6823.509766,6823.509766,4507090000
9/28/2009,6823.52002,6952.97998,6823.52002,6939.759766,6939.759766,3726950000
9/29/2009,6939.77002,6970.709961,6904.330078,6926.819824,6926.819824,4949900000
9/30/2009,6926.819824,6956.890137,6841.640137,6910.879883,6910.879883,5998860000
10/1/2009,6910.870117,6910.870117,6715.759766,6718.049805,6718.049805,5791450000
10/2/2009,6718.040039,6718.040039,6633.97998,6674.569824,6674.569824,5583240000
10/5/2009,6674.589844,6808.140137,6674.589844,6795.129883,6795.129883,4313310000
10/6/2009,6795.129883,6938.72998,6795.129883,6899.680176,6899.680176,5029840000
10/7/2009,6899.680176,6918.129883,6865.52002,6912.649902,6912.649902,4238220000
10/8/2009,6912.790039,7020.009766,6912.790039,6990.669922,6990.669922,4988400000
10/9/2009,6990.540039,7015.540039,6968.580078,7015.540039,7015.540039,3763780000
10/12/2009,7015.560059,7083.609863,7015.560059,7051.160156,7051.160156,3710430000
10/13/2009,7051.160156,7051.160156,6981.649902,7031.870117,7031.870117,4320480000
10/14/2009,7031.890137,7187.899902,7031.890137,7182.379883,7182.379883,5406420000
10/15/2009,7182.370117,7204.089844,7142,7204.049805,7204.049805,5369780000
10/16/2009,7204.049805,7204.049805,7091.810059,7133.959961,7133.959961,4894740000
10/19/2009,7133.959961,7241.390137,7133.959961,7222.209961,7222.209961,4619240000
10/20/2009,7222.209961,7222.580078,7123.129883,7158.27002,7158.27002,5396930000
10/21/2009,7157.899902,7233.620117,7104.560059,7107.209961,7107.209961,5616290000
10/22/2009,7107.209961,7196.080078,7051.209961,7182.910156,7182.910156,5192410000
10/23/2009,7182.939941,7182.950195,7038.870117,7066.799805,7066.799805,4767460000
10/26/2009,7066.799805,7147.950195,6947.680176,6960.089844,6960.089844,6363380000
10/27/2009,6960.089844,6999.72998,6919.870117,6932.040039,6932.040039,5337380000
10/28/2009,6932.040039,6932.040039,6760.52002,6765.689941,6765.689941,6600350000
10/29/2009,6765.700195,6963.720215,6765.700195,6955.310059,6955.310059,5595040000
10/30/2009,6955.299805,6955.299805,6714.810059,6739.450195,6739.450195,6512420000
11/2/2009,6739.470215,6857.899902,6692.850098,6784.939941,6784.939941,6202640000
11/3/2009,6784.790039,6817.47998,6704.660156,6812.700195,6812.700195,5487500000
11/4/2009,6812.700195,6924.220215,6812.700195,6830.430176,6830.430176,5635510000
11/5/2009,6830.439941,6950.160156,6830.439941,6950.140137,6950.140137,4848350000
11/6/2009,6950.140137,6978.240234,6894.189941,6958.290039,6958.290039,4277130000
11/9/2009,6958.290039,7135.450195,6958.290039,7135.330078,7135.330078,4460030000
11/10/2009,7135.319824,7146.779785,7080.569824,7126.419922,7126.419922,4394770000
11/11/2009,7126.430176,7211.830078,7126.430176,7155.359863,7155.359863,4286700000
11/12/2009,7155.359863,7170.009766,7047.339844,7063.049805,7063.049805,4160250000
11/13/2009,7063.049805,7148.47998,7054.450195,7119.890137,7119.890137,3792610000
11/16/2009,7119.899902,7266.509766,7119.899902,7237.100098,7237.100098,4565850000
11/17/2009,7237.100098,7237.100098,7171.259766,7234.060059,7234.060059,3824070000
11/18/2009,7234.060059,7249.77002,7189.060059,7226.709961,7226.709961,4293340000
11/19/2009,7226.680176,7226.680176,7066.899902,7117.640137,7117.640137,4178030000
11/20/2009,7117.629883,7117.629883,7048.5,7084.470215,7084.470215,3751230000
11/23/2009,7084.470215,7242.459961,7084.470215,7186.330078,7186.330078,3827920000
11/24/2009,7186.330078,7186.330078,7121.049805,7170.259766,7170.259766,3700820000
11/25/2009,7170.27002,7234.72998,7170.27002,7232.120117,7232.120117,3036350000
11/27/2009,7232.120117,7232.120117,7009.430176,7070.089844,7070.089844,2362910000
11/30/2009,7070.089844,7109.689941,7030.720215,7092.359863,7092.359863,3895520000
12/1/2009,7092.359863,7234.370117,7092.359863,7212.080078,7212.080078,4249310000
12/2/2009,7212.080078,7264.819824,7197.060059,7222.419922,7222.419922,3941340000
12/3/2009,7222.669922,7278.390137,7150.5,7157.049805,7157.049805,4810030000
12/4/2009,7157.080078,7285.669922,7124.899902,7182.709961,7182.709961,0
12/7/2009,7182.660156,7210.029785,7144.72998,7155.72998,7155.72998,4103360000
12/8/2009,7155.720215,7155.720215,7037.640137,7056.259766,7056.259766,4748030000
12/9/2009,7056.47998,7074.649902,7002.470215,7067.620117,7067.620117,4115410000
12/10/2009,7067.620117,7129.600098,7067.620117,7104.5,7104.5,3996490000
12/11/2009,7104.509766,7139.200195,7092.700195,7125.120117,7125.120117,3791090000
12/14/2009,7125.350098,7190.47998,7125.350098,7186.490234,7186.490234,4548490000
12/15/2009,7186.459961,7186.459961,7125.490234,7141.439941,7141.439941,5045100000
12/16/2009,7141.439941,7221.709961,7141.439941,7180.77002,7180.77002,4829820000
12/17/2009,7180.75,7180.75,7056.759766,7063.75,7063.75,7615070000
12/18/2009,7063.890137,7106.799805,7029.169922,7086.189941,7086.189941,6325890000
12/21/2009,7086.100098,7171.640137,7086.100098,7147.149902,7147.149902,3977340000
12/22/2009,7147.180176,7192.359863,7147.180176,7184.180176,7184.180176,3641130000
12/23/2009,7184.180176,7226.72998,7184.180176,7217.200195,7217.200195,3166870000
12/24/2009,7217.049805,7256.870117,7217.049805,7255,7255,1267710000
12/28/2009,7255,7282.990234,7240.160156,7261.240234,7261.240234,2716400000
12/29/2009,7261.299805,7288.22998,7250.509766,7252.189941,7252.189941,2491020000
12/30/2009,7252.169922,7252.169922,7209.430176,7241.240234,7241.240234,2277300000
12/31/2009,7241.25,7258.75,7183.839844,7184.959961,7184.959961,2076990000
1/4/2010,7184.97998,7331.120117,7184.97998,7326.740234,7326.740234,3991400000
1/5/2010,7326.740234,7359.459961,7313.600098,7354.870117,7354.870117,2491020000
1/6/2010,7354.850098,7389.279785,7342.490234,7377.700195,7377.700195,4972660000
1/7/2010,7377.700195,7398.209961,7325.509766,7393.930176,7393.930176,5270680000
1/8/2010,7393.930176,7426.410156,7367.810059,7425.350098,7425.350098,4389590000
1/11/2010,7425.609863,7471.310059,7419.569824,7449.049805,7449.049805,4255780000
1/12/2010,7449.049805,7449.049805,7340.939941,7370.450195,7370.450195,4716160000
1/13/2010,7370.470215,7441.180176,7349.419922,7430.140137,7430.140137,4170360000
1/14/2010,7430.140137,7458.160156,7417.950195,7448.52002,7448.52002,3915200000
1/15/2010,7448.509766,7448.509766,7326.540039,7356.790039,7356.790039,4758730000
1/19/2010,7356.790039,7443.680176,7352.459961,7443.680176,7443.680176,4724830000
1/20/2010,7443.669922,7443.669922,7269.930176,7329.830078,7329.830078,4810560000
1/21/2010,7329.839844,7345.939941,7166.620117,7174.459961,7174.459961,6874290000
1/22/2010,7174.459961,7174.459961,7021.029785,7030.609863,7030.609863,6208650000
1/25/2010,7030.609863,7118.220215,7030.609863,7073.129883,7073.129883,4481390000
1/26/2010,7073.140137,7098.77002,7008.97998,7028.319824,7028.319824,4731910000
1/27/2010,7028.419922,7044.52002,6944.080078,7035.609863,7035.609863,5319120000
1/28/2010,7035.620117,7061.609863,6913.299805,6956.990234,6956.990234,5452400000
1/29/2010,6956.990234,7029.290039,6869.209961,6883.779785,6883.779785,5412850000
2/1/2010,6883.790039,7008.390137,6883.790039,7008.22998,7008.22998,4077610000
2/2/2010,7008.470215,7111.52002,7005.839844,7101.439941,7101.439941,4749540000
2/3/2010,7101.430176,7101.430176,7023.169922,7042.620117,7042.620117,4285450000
2/4/2010,7042.569824,7042.569824,6786.27002,6787.859863,6787.859863,5859690000
2/5/2010,6787.859863,6799.810059,6631.509766,6782.75,6782.75,6438900000
2/8/2010,6782.740234,6815.97998,6712.450195,6713.870117,6713.870117,4089820000
2/9/2010,6713.899902,6887.339844,6713.899902,6835.160156,6835.160156,5114260000
2/10/2010,6835.160156,6850.97998,6756.319824,6819.120117,6819.120117,4251450000
2/11/2010,6819.120117,6901.450195,6769.399902,6898.720215,6898.720215,4400870000
2/12/2010,6898.720215,6898.720215,6783.109863,6874.560059,6874.560059,4160680000
2/16/2010,6874.560059,7020.339844,6874.560059,7013.350098,7013.350098,4080770000
2/17/2010,7013.350098,7059.890137,7008.700195,7035.200195,7035.200195,4259230000
2/18/2010,7035.189941,7087.660156,7022.120117,7080.379883,7080.379883,3878620000
2/19/2010,7080.379883,7096.200195,7022.52002,7083.25,7083.25,3944280000
2/22/2010,7083.25,7109.040039,7067.439941,7078.529785,7078.529785,3814440000
2/23/2010,7078.529785,7078.529785,6961.850098,6974.600098,6974.600098,4521050000
2/24/2010,6974.600098,7043.910156,6973.080078,7030.669922,7030.669922,4168360000
2/25/2010,7030.609863,7030.609863,6896.02002,7013.450195,7013.450195,4521130000
2/26/2010,7013.450195,7050,6968.430176,7035.040039,7035.040039,3945190000
3/1/2010,7035.049805,7100.75,7035.049805,7100.75,7100.75,3847640000
3/2/2010,7100.799805,7168.120117,7100.799805,7135.970215,7135.970215,4134680000
3/3/2010,7135.970215,7212.279785,7135.970215,7164.660156,7164.660156,3951320000
3/4/2010,7164.669922,7193,7138.220215,7173.069824,7173.069824,3945010000
3/5/2010,7173.209961,7294.040039,7173.209961,7291.310059,7291.310059,4133000000
3/8/2010,7291.310059,7317.399902,7278.419922,7292.529785,7292.529785,3774680000
3/9/2010,7292.529785,7323.950195,7256.189941,7294.02002,7294.02002,5185570000
3/10/2010,7294.040039,7351.870117,7292.439941,7327.669922,7327.669922,5469120000
3/11/2010,7327.669922,7353.240234,7276.27002,7353.240234,7353.240234,4669060000
3/12/2010,7353.240234,7387.220215,7343.459961,7362.850098,7362.850098,4928160000
3/15/2010,7362.810059,7362.810059,7294.299805,7350.959961,7350.959961,4164110000
3/16/2010,7350.959961,7429.970215,7350.959961,7426.700195,7426.700195,4369770000
3/17/2010,7426.700195,7497.879883,7426.700195,7474.129883,7474.129883,4963200000
3/18/2010,7474.140137,7475.97998,7412.649902,7443.569824,7443.569824,4234510000
3/19/2010,7443.609863,7459.290039,7364.77002,7386.850098,7386.850098,5212410000
3/22/2010,7386.830078,7426.129883,7321.620117,7419.02002,7419.02002,4261680000
3/23/2010,7419.009766,7481.200195,7412.299805,7478.859863,7478.859863,4411640000
3/24/2010,7478.72998,7478.72998,7398.419922,7408.160156,7408.160156,4705750000
3/25/2010,7408.180176,7483.669922,7382.330078,7385.600098,7385.600098,5668900000
3/26/2010,7385.600098,7448.47998,7370.149902,7403.580078,7403.580078,4708420000
3/29/2010,7403.799805,7467.27002,7403.799805,7464.899902,7464.899902,4375580000
3/30/2010,7464.899902,7494.330078,7436.149902,7460.720215,7460.720215,4085000000
3/31/2010,7460.759766,7480.410156,7422.339844,7447.799805,7447.799805,4484340000
4/1/2010,7447.939941,7542.919922,7447.939941,7539.049805,7539.049805,4006870000
4/5/2010,7539.029785,7600.930176,7539.029785,7600.930176,7600.930176,3881620000
4/6/2010,7600.910156,7616.259766,7558.25,7604.439941,7604.439941,4086180000
4/7/2010,7604.430176,7604.430176,7515.939941,7546.180176,7546.180176,5101430000
4/8/2010,7546.149902,7575.060059,7481.640137,7565.330078,7565.330078,4726970000
4/9/2010,7565.419922,7630.52002,7565.419922,7629.049805,7629.049805,4511570000
4/12/2010,7629.040039,7661.129883,7629.040039,7641.75,7641.75,4607090000
4/13/2010,7641.75,7648.600098,7583.580078,7638.350098,7638.350098,5403580000
4/14/2010,7638.390137,7728.970215,7638.390137,7728.959961,7728.959961,5760040000
4/15/2010,7728.950195,7743.740234,7706,7719.660156,7719.660156,5995330000
4/16/2010,7719.629883,7719.629883,7548.27002,7584.620117,7584.620117,8108470000
4/19/2010,7584.609863,7598.700195,7507.859863,7596.560059,7596.560059,6597740000
4/20/2010,7596.560059,7676.660156,7596.560059,7669.109863,7669.109863,5316590000
4/21/2010,7669.100098,7675.700195,7599.290039,7644.669922,7644.669922,5724310000
4/22/2010,7644.589844,7648.97998,7522.75,7642.830078,7642.830078,6035780000
4/23/2010,7642.830078,7701.609863,7603.850098,7701.609863,7701.609863,5326060000
4/26/2010,7701.609863,7727.220215,7671.640137,7677.649902,7677.649902,5647760000
4/27/2010,7677.640137,7677.640137,7453.22998,7463.089844,7463.089844,7454540000
4/28/2010,7463.089844,7520.459961,7437.390137,7499.720215,7499.720215,6342310000
4/29/2010,7499.72998,7605.529785,7499.72998,7589.290039,7589.290039,6059410000
4/30/2010,7589.290039,7596.97998,7473.339844,7474.399902,7474.399902,6048260000
5/3/2010,7474.430176,7560.160156,7473.509766,7543.120117,7543.120117,4938050000
5/4/2010,7543.109863,7543.109863,7307.819824,7337.25,7337.25,6594720000
5/5/2010,7337.25,7337.25,7204.240234,7258.02002,7258.02002,6795940000
5/6/2010,7257.899902,7259.189941,6666.959961,7011.919922,7011.919922,10617810000
5/7/2010,7011.910156,7061.649902,6809.649902,6916.180176,6916.180176,9472910000
5/10/2010,6916.180176,7288.029785,6916.180176,7257.620117,7257.620117,6893700000
5/11/2010,7257.589844,7311.029785,7177.049805,7221.660156,7221.660156,5842550000
5/12/2010,7221.97998,7324.02002,7221.97998,7316.359863,7316.359863,5225460000
5/13/2010,7316.359863,7325.839844,7225.339844,7234.370117,7234.370117,4870640000
5/14/2010,7234.149902,7234.149902,7017.560059,7077.640137,7077.640137,6126400000
5/17/2010,7077.669922,7115.660156,6926.390137,7063.830078,7063.830078,5922920000
5/18/2010,7063.830078,7150.879883,6939.589844,6959.209961,6959.209961,6170840000
5/19/2010,6959.189941,6979.100098,6823.370117,6927.209961,6927.209961,6765800000
5/20/2010,6927.209961,6927.209961,6648.919922,6653,6653,8328570000
5/21/2010,6653,6785.120117,6565.529785,6775.450195,6775.450195,5452130000
5/24/2010,6775.439941,6775.439941,6663.169922,6666.740234,6666.740234,5224040000
5/25/2010,6666.72998,6669.919922,6451.669922,6665.830078,6665.830078,7329580000
5/26/2010,6665.839844,6767.870117,6616.879883,6631.359863,6631.359863,4521050000
5/27/2010,6631.359863,6894.220215,6631.359863,6893.290039,6893.290039,5698460000
5/28/2010,6893.290039,6893.290039,6764.709961,6791.569824,6791.569824,4871210000
6/1/2010,6791.439941,6828.759766,6659.040039,6661.100098,6661.100098,5271480000
6/2/2010,6661.100098,6840.140137,6661.100098,6839.609863,6839.609863,5026360000
6/3/2010,6839.609863,6891,6790.209961,6860.390137,6860.390137,4995970000
6/4/2010,6860.330078,6860.330078,6575.709961,6600.27002,6600.27002,6180580000
6/7/2010,6600.22998,6643.5,6509.660156,6512.419922,6512.419922,5467560000
6/8/2010,6512.419922,6602.439941,6469.52002,6596.120117,6596.120117,6192750000
6/9/2010,6596.149902,6702.060059,6539.200195,6559.709961,6559.709961,5983200000
6/10/2010,6559.779785,6787.759766,6559.779785,6783.509766,6783.509766,5144780000
6/11/2010,6783.5,6815.669922,6726.419922,6814.759766,6814.759766,4059280000
6/14/2010,6814.779785,6922.859863,6811.810059,6817.970215,6817.970215,4425830000
6/15/2010,6817.97998,6991.350098,6817.97998,6989.879883,6989.879883,4644490000
6/16/2010,6989.859863,7002.029785,6922.709961,6976.080078,6976.080078,5002600000
6/17/2010,6976.089844,6998.540039,6918.850098,6982.040039,6982.040039,4557760000
6/18/2010,6982.040039,7009.629883,6965.109863,6988.25,6988.25,4555360000
6/21/2010,6988.240234,7088.77002,6947.27002,6978.859863,6978.859863,4514360000
6/22/2010,6978.859863,7003.419922,6853.470215,6858.950195,6858.950195,4514380000
6/23/2010,6858.950195,6893.540039,6794.080078,6850.049805,6850.049805,4526150000
6/24/2010,6850.02002,6850.02002,6719.52002,6730.240234,6730.240234,4814830000
6/25/2010,6730.209961,6792.589844,6689.27002,6763.930176,6763.930176,5128840000
6/28/2010,6763.930176,6794.129883,6724.560059,6736.600098,6736.600098,3896410000
